"drug","ID","NES","pvalue","p.adjust","aging_anti","abs_NES","Organ","Rank1","Random_score","Rank2","Standard_NES","Standard_Random","WeightedRank","total_rank"
"Testosterone","Declining",1.12566308770849,0.138028169014085,0.235036496350365,"anti_aging",1.12566308770849,"Nerve",156,5.57999047345954e-06,187,0.00221789462295791,0.00115074798619102,0.00157760664089778,211
"Estradiol","Declining",0.906303975154691,0.790726817042607,0.97265625,"anti_aging",0.906303975154691,"Nerve",233,8.35791663807443e-06,148,9.05452635772624e-05,0.00256585699623674,0.00157573230317295,212
"Raloxifene","Declining",-0.81520387404354,0.93968253968254,0.994663820704376,"anti_aging",0.81520387404354,"Nerve",238,8.29401517893158e-06,149,0,0.0025203182963781,0.00151219097782686,213
"Riluzole","Rising",0.91436003263355,0.739690721649485,0.943139678615575,"anti_aging",0.91436003263355,"Nerve",232,7.95067704556936e-06,157,0.000109122653862942,0.00217689268725308,0.00134978467389703,214
"Nimodipine","Declining",-0.986259542088219,0.510250569476082,0.639455782312925,"posi_aging",0.986259542088219,"Nerve",211,7.65785443964481e-06,165,0.000539924410582519,0.00186676895537655,0.00133603113745894,215
"Tocainide","Rising",0.969859594137856,0.558884297520661,0.805498981670061,"anti_aging",0.969859594137856,"Nerve",216,7.76938823898914e-06,164,0.000429754649163932,0.00190387979829165,0.00131422973864057,216
"Droperidol","Declining",-1.18293454960774,0.0312288441871131,0.0624576883742262,"anti_aging",1.18293454960774,"Nerve",135,4.28773250011407e-06,237,0.00321925300828254,1.78034146949383e-05,0.00129838325212998,217
"Cefdinir","Declining",-0.98289730952985,0.516709511568123,0.649164677804296,"anti_aging",0.98289730952985,"Nerve",212,6.9046055805049e-06,168,0.000517474723350052,0.00175808720112518,0.00126184221001513,218
"Loxapine","Declining",0.987313095918502,0.508510638297872,0.80188679245283,"anti_aging",0.987313095918502,"Nerve",210,6.21311186562695e-06,170,0.000562587904360057,0.00168776371308017,0.00123769338959212,219
"Prochlorperazine","Rising",1.14454639825925,0.120610687022901,0.241221374045802,"posi_aging",1.14454639825925,"Nerve",146,4.57368887496417e-06,226,0.00265880584937287,0.000224039430939846,0.00119794599831305,220
"Cabergoline","Declining",1.05901139576399,0.265822784810127,0.531645569620253,"anti_aging",1.05901139576399,"Nerve",183,5.4873312032895e-06,189,0.00126812847294275,0.00109392092514455,0.00116360394426383,221
"Metoclopramide","Declining",-1.11188579163521,0.167842031029619,0.335684062059238,"anti_aging",1.11188579163521,"Nerve",163,4.32986976407467e-06,236,0.00194144598897259,3.5757705785597e-05,0.000798033019060393,222
"Pergolide","Rising",0.980254016177056,0.535816618911175,0.603550295857988,"anti_aging",0.980254016177056,"Nerve",213,5.36501871311882e-06,193,0.000495235831302867,0.000983800091821342,0.000788374387613952,223
"Fluspirilene","Declining",1.09246901640594,0.166666666666667,0.333333333333333,"anti_aging",1.09246901640594,"Nerve",174,4.48756383279181e-06,229,0.0015519666327174,0.000165828312420541,0.000720283640539283,224
"Brexpiprazole","Rising",1.08502202700842,0.221153846153846,0.400544959128065,"posi_aging",1.08502202700842,"Nerve",178,4.55195986042123e-06,227,0.00142227279192149,0.000204464767003105,0.000691587976970459,225
"Menadione","Rising",1.03292690236825,0.398779247202442,0.398779247202442,"posi_aging",1.03292690236825,"Nerve",196,4.87940734753129e-06,214,0.000904159132007233,0.000473204779368271,0.000645586520423856,226
"Molindone","Declining",1.05307176551108,0.286624203821656,0.567567567567568,"anti_aging",1.05307176551108,"Nerve",185,4.49516894751621e-06,228,0.00120880374044931,0.000185061810644755,0.000594558582566577,227
"Dienogest","Rising",0.969920086226795,0.537450722733246,0.650510204081633,"anti_aging",0.969920086226795,"Nerve",215,5.01028074142748e-06,206,0.000451378667451673,0.00065544221867191,0.000573816798183815,228
"Ulipristal","Rising",-0.956845720109938,0.6,0.78125,"anti_aging",0.956845720109938,"Nerve",219,5.03800689452527e-06,205,0.000366067472015105,0.000679221982093239,0.000553960178061985,229
"Sertindole","Rising",1.00802235967709,0.431325301204819,0.475382003395586,"posi_aging",1.00802235967709,"Nerve",204,4.83503797406701e-06,215,0.00070323488045007,0.000451378667451673,0.000552121152651032,230
"Domperidone","Declining",1.05340993026544,0.215478914943634,0.394241417497231,"anti_aging",1.05340993026544,"Nerve",184,4.38391467348289e-06,234,0.00123830489818382,7.2126654405136e-05,0.000538597951916609,231
"Enzalutamide","Declining",-0.956593680381773,0.622828784119107,0.687062937062937,"posi_aging",0.956593680381773,"Nerve",220,4.89692569133015e-06,210,0.000345224395857307,0.000562587904360057,0.000475642500958957,232
"Rotigotine","Rising",0.955280895997479,0.597701149425287,0.679425837320574,"posi_aging",0.955280895997479,"Nerve",221,4.71354975462188e-06,219,0.00032456994482311,0.000366067472015105,0.000349468461138307,233
"Tetrabenazine","Rising",1.00681060337857,0.448548812664908,0.657777777777778,"posi_aging",1.00681060337857,"Nerve",205,4.37777729312373e-06,235,0.000679221982093239,5.38647993536227e-05,0.000304007672449469,234
"Cariprazine","Declining",-0.951431636971806,0.631663974151858,0.899280575539568,"posi_aging",0.951431636971806,"Nerve",224,4.69603384609443e-06,221,0.000263713080168776,0.00032456994482311,0.000300227198961376,235
"Thiothixene","Rising",-0.962137698046161,0.6,0.6,"anti_aging",0.962137698046161,"Nerve",218,4.47039528238897e-06,230,0.000387101769055085,0.000146762062006971,0.000242897944826217,236
"Thiethylperazine","Rising",0.977298531922367,0.552927927927928,0.675438596491228,"anti_aging",0.977298531922367,"Nerve",214,4.23851288019938e-06,238,0.000473204779368271,0,0.000189281911747309,237
